season,week,rank_sensitivity,pct_sensitivity,rank_fan_weight,pct_fan_weight
12,week6,0.0,0.06360475032991429,0.46009389671361506,0.9225250297670976
12,week7,0.0,0.0,0.5097087378640777,0.9789785729778337
12,week8,0.0,0.09820833145445138,0.5,0.9368392460746297
13,week1,0.24839234555179243,0.39742775288286786,0.4978241949521323,0.9833420836268186
13,week2,0.06700039580816214,0.26800158323264855,0.49067315490673147,0.7619292144054735
13,week3,0.17207261972667065,0.17207261972667065,0.4850088183421517,0.7858581407812222
13,week4,0.1728879861998941,0.0,0.5443548387096774,0.7859694702040273
13,week5,0.09651383156222815,0.09651383156222815,0.48,0.8896616604730215
13,week6,0.05686870660468861,0.11373741320937722,0.460093896713615,0.7902030892324948
13,week7,0.0,0.05709664431351722,0.5,0.9789200458731417
13,week8,0.0,0.0,0.4807692307692307,0.9370096712622256
14,week1,0.33145019853501684,0.2900189237181397,0.5258964143426295,0.992245503411387
14,week2,0.14333741738713146,0.035834354346782865,0.48107653490328006,0.825498878962285
14,week3,0.1710684068951956,0.22809120919359413,0.6875,0.8899368659945353
14,week4,0.09429296361042883,0.04714648180521441,0.5111524163568771,0.8747202794774431
14,week5,0.09182248146274691,0.13773372219412033,0.4631217838765009,0.8178597130706814
14,week6,0.0,0.050328878832742556,0.5,0.7979529960804058
14,week7,0.10225198222700829,0.20450396445401658,0.49246231155778897,0.9788611289608186
14,week8,0.0,0.060877846998044015,0.5023923444976076,0.9895408331713055
15,week1,0.09088503333619703,0.18177006667239407,0.4920502092050209,0.9705402469132827
15,week2,0.14809751085303863,0.049365836951012876,0.5157799819657349,0.8295743231785404
15,week3,0.0596664671078443,0.1193329342156886,0.4863344051446945,0.9335302986097377
15,week4,0.41234179106520835,0.051542723883151044,0.47285464098073554,0.8911273834815753
15,week6,0.0,0.2079039601527069,0.48,0.9226991862989332
15,week8,0.0,0.13217240101252564,0.47572815533980584,0.9723870376606564
16,week1,0.12811417990724275,0.16014272488405346,0.4898658292891807,0.9856933822477585
16,week2,0.13659198091601896,0.06829599045800948,0.5072420928170264,0.7314111512586501
16,week3,0.21239078835046607,0.1517077059646186,0.4894822006472491,0.8196216998837103
16,week4,0.2541608179618412,0.04236013632697354,0.5153029356652092,0.801001247611291
16,week5,0.2609824355861729,0.03728320508373898,0.5476673427991886,0.8412069320673279
16,week6,0.15076706609215917,0.0,0.5007451564828613,0.9176011409231397
16,week7,0.044260978372677916,0.044260978372677916,0.5,0.8631528699024852
16,week8,0.09898916803292433,0.09898916803292433,0.5,0.9404681650398193
17,week1,0.1348803906282173,0.10116029297116297,0.4886104783599089,0.9758707315089267
17,week10,0.06856896098173235,0.0,0.5,0.9354888239687865
17,week2,0.11586436032399057,0.15448581376532075,0.4724669603524229,0.8175997178674741
17,week3,0.4147528334248409,0.1131144091158657,0.517094017094017,0.7494652665085161
17,week4,0.4070165093393305,0.4070165093393305,0.4714285714285714,0.8425731985901841
17,week5,0.3635722838539421,0.3635722838539421,0.4679376083188908,0.8543642654204147
17,week7,0.14688840808430104,0.07344420404215052,0.47257383966244726,0.9344241572006006
17,week8,0.07201987424268895,0.0,0.45581395348837217,0.8925583928801788
18,week1,0.15272257509181095,0.15272257509181095,0.4914089347079038,0.9798975496129337
18,week2,0.16525238150862995,0.16525238150862995,0.5166524338172501,0.80640865382533
18,week5,0.25660833497661595,0.25660833497661595,0.4936014625228519,0.8808488342789156
18,week6,0.10836451888558873,0.10836451888558873,0.5283018867924528,0.9300760589427751
18,week7,0.059209462930572644,0.059209462930572644,0.5,0.9729644846343235
18,week8,0.0881076937625803,0.0881076937625803,0.6176470588235293,0.9480203900486974
19,week1,0.25297103776946483,0.3613871968135212,0.5023354564755839,0.974900692778954
19,week10,0.0,0.07272771741612272,0.5,0.9480896174639356
19,week2,0.06069908199000221,0.18209724597000662,0.5676480317565333,0.7470681604305486
19,week3,0.16527653105378118,0.11018435403585411,0.48092209856915735,0.6568243246357116
19,week4,0.20144381785948018,0.0,0.5064456721915285,0.657304061697004
19,week6,0.0,0.06095225041333579,0.5378486055776893,0.8088988341577245
19,week7,0.1033759650217403,0.15506394753261046,0.5,0.9106403855330929
19,week8,0.11644993571785926,0.05822496785892963,0.5,0.7963766961795253
20,week1,0.16621531665753106,0.20776914582191383,0.5459751829462297,0.9859224116342674
20,week2,0.2157628879586779,0.16182216596900842,0.48763853367433935,0.7085999852257183
20,week3,0.08389321854038168,0.08389321854038168,0.5008278145695364,0.7321001312553559
20,week4,0.2898821225373673,0.17392927352242035,0.5073800738007381,0.7654267586779024
20,week5,0.11873029463169393,0.05936514731584697,0.5084745762711864,0.6218344110815712
20,week6,0.0,0.06573873280430567,0.5029940119760479,0.9727912432549669
20,week7,0.1319711668302336,0.329927917075584,0.5444444444444444,0.9113290004657241
20,week8,0.04902020114888723,0.04902020114888723,0.5,0.9435249984265747
21,week1,0.18377717853880762,0.21440670829527553,0.5010588733587462,0.9587190460876842
21,week2,0.14255638961010025,0.14255638961010025,0.5016963528413909,0.8836321855118315
21,week4,0.07592449112986102,0.03796224556493051,0.45807884508606334,0.7646433201791581
21,week6,0.35461469260939665,0.2532962090067119,0.453781512605042,0.6965235939960904
21,week7,0.0,0.2016579667571267,0.4772727272727273,0.9674477270689549
21,week8,0.11263991067049817,0.0,0.49246231155778897,0.9023416203022834
22,week1,0.1541649042157723,0.1927061302697154,0.4534550195567145,0.9809392122480883
22,week2,0.3042834624207595,0.2366649152161463,0.48763853367433935,0.7753314127051878
22,week3,0.14288318282509255,0.14288318282509255,0.5373001776198933,0.8466610009038794
22,week4,0.27836671631651083,0.27836671631651083,0.4738655944859276,0.7956280960322084
22,week6,0.08856615513604224,0.04428307756802112,0.5544147843942505,0.9096894019055829
22,week7,0.17480393332273755,0.17480393332273755,0.5153374233128835,0.9931759468444304
22,week8,0.0,0.07922845680473979,0.4506437768240343,0.9438345380897338
23,week1,0.12382446850586509,0.21669281988526393,0.49560117302052786,0.9878880743161859
23,week10,0.0,0.12113257061347411,0.43859649122807015,0.9812964337064282
23,week2,0.15287679075168953,0.3057535815033791,0.5336039693279206,0.8583345551192488
23,week3,0.20701892237102715,0.12421135342261629,0.5459751829462297,0.8250936689223809
23,week4,0.18548116181415972,0.22257739417699166,0.5079764903442485,0.8405486190118648
23,week6,0.197981301809693,0.04949532545242325,0.5103969754253309,0.8241372993127211
23,week7,0.17145950333457752,0.22861267111277003,0.48345323741007196,0.9662249254935329
23,week8,0.13802681065054512,0.04600893688351504,0.49246231155778897,0.8660283745303683
24,week1,0.1412454233509626,0.0470818077836542,0.4787946428571428,0.9698509636065579
24,week2,0.12420290602733193,0.16560387470310925,0.5088967971530249,0.7936247619224176
24,week3,0.11033293035198036,0.0,0.5535224153705398,0.6524431957299992
24,week4,0.1611700551393468,0.0,0.5201765447667087,0.832001496429885
24,week5,0.2214059399549999,0.11070296997749997,0.5103969754253307,0.8551210242222151
24,week6,0.14908536487963023,0.07454268243981511,0.5,0.90509108788299
24,week7,0.10643042199783984,0.10643042199783984,0.46009389671361506,0.9581283370189125
24,week8,0.0,0.0,0.5,0.9170607431982088
25,week1,0.2801752261755262,0.3602252907971051,0.49046434494195684,0.9864108392177924
25,week2,0.0710548675386024,0.10658230130790361,0.5012711864406779,0.8771004824045461
25,week4,0.18335179651988903,0.1375138473899168,0.5377777777777777,0.9079374944392743
25,week5,0.32486386271155016,0.08121596567788752,0.5218216318785579,0.91431026885519
25,week6,0.22542533619353916,0.04508506723870784,0.5103969754253307,0.8269434029442717
25,week7,0.25118118389898797,0.15070871033939276,0.48,0.9552655045207913
25,week8,0.05770423373484428,0.0,0.5,0.9449141918616372
26,week1,0.07507607835243656,0.07507607835243656,0.4684838160136287,0.9243349288696098
26,week2,0.0,0.0,0.4948453608247423,0.9414487803037188
26,week3,0.0,0.0,0.4751131221719457,0.9119216417962565
27,week1,0.2328549918267391,0.13971299509604346,0.4958088851634535,0.7893396177633497
27,week2,0.17185196371886224,0.1374815709750898,0.4565043894652833,0.8424594921452011
27,week3,0.13007847407457732,0.21679745679096218,0.4611280487804878,0.7813902415154236
27,week4,0.16615644022309298,0.0,0.4835873388042204,0.6421763415790471
27,week6,0.09135233721389513,0.045676168606947565,0.4936014625228519,0.8388176394252913
27,week7,0.05484769481124132,0.10969538962248264,0.5258215962441315,0.9688297571715299
27,week8,0.06327139275534784,0.1898141782660435,0.47511312217194573,0.9254819000129043
28,week1,0.26170273843993963,0.18693052745709973,0.5120859444941809,0.9760079843728396
28,week10,0.0,0.0,0.5319148936170212,0.6487526440205331
28,week2,0.0928704053427359,0.3250464186995757,0.4898658292891807,0.7289895400457811
28,week4,0.1496973693297302,0.1496973693297302,0.4164563351842503,0.679387662793347
28,week6,0.4271553012371381,0.4271553012371381,0.4470198675496688,0.865473646872814
28,week7,0.0,0.0,0.4247787610619469,0.9249879370006748
28,week8,0.15361948107979972,0.051206493693266575,0.5,0.8462851176360322
29,week1,0.4174169212102517,0.6071518853967297,0.48076923076923084,0.9719193856379152
29,week10,0.08896365183670218,0.08896365183670218,0.48165137614678893,0.988054329155595
29,week2,0.18178680533689218,0.13634010400266916,0.5259203606311045,0.8303314611188871
29,week3,0.11329318552895916,0.11329318552895916,0.48155427880254004,0.7883537388380698
29,week4,0.1917156762479755,0.1533725409983804,0.5372388737511353,0.8962758710273975
29,week5,0.278450608959785,0.1591146336913057,0.5296296296296296,0.8105817113684183
29,week6,0.05320028500263876,0.15960085500791626,0.4254571026722926,0.7536359747267898
29,week7,0.06196623681913804,0.0,0.47035347776510833,0.8699591278591092
29,week8,0.0525719299343476,0.0525719299343476,0.48,0.9508391995079986
30,week1,0.4963735178935665,0.6452855732616365,0.5131964809384165,0.9661417588805626
30,week2,0.1307228506893649,0.1307228506893649,0.5057803468208092,0.7423685383458816
30,week3,0.11630390329189498,0.15507187105585998,0.48485309788400066,0.8790610065889995
30,week4,0.11346119531897712,0.1891019921982952,0.4836467702371218,0.8933592940683704
30,week5,0.291901130029404,0.125100484298316,0.47413793103448276,0.8940858634154115
30,week6,0.1541583228672228,0.051386107622407605,0.49879081015719456,0.9302709092735535
30,week7,0.0,0.0,0.5075187969924811,0.9087297903212518
30,week8,0.0,0.08669616638874336,0.5,0.9001652793107943
31,week1,0.5160106144860447,0.6450132681075559,0.5037503472543754,0.9671585288927248
31,week2,0.14929386550438314,0.0895763193026299,0.4684363149676556,0.8629627570609878
31,week3,0.12624707873858257,0.12624707873858257,0.4663250366032211,0.8706954370398546
31,week4,0.07509621722060625,0.07509621722060625,0.47490967482938573,0.8556568479362084
31,week5,0.16129843632902358,0.21506458177203144,0.49667149059334303,0.9061691729488285
31,week6,0.15256718991737941,0.15256718991737941,0.5157894736842105,0.8931432247648434
31,week7,0.06380498356767239,0.12760996713534478,0.47038327526132406,0.9302329316030439
31,week8,0.06239764713944524,0.0,0.4779516358463727,0.8955770168779001
32,week1,0.2582881900631199,0.36898312866159994,0.5285429804181879,0.9688236370131075
32,week2,0.1288167869756237,0.1288167869756237,0.5123430056301429,0.6755889577580496
32,week3,0.20079735009026978,0.12047841005416188,0.48107653490328006,0.6812310957345937
32,week4,0.1514793477654995,0.07573967388274976,0.5270034843205574,0.8509868067858758
32,week5,0.20024865165297787,0.050062162913244466,0.4793724578733295,0.7746250616425209
32,week6,0.0,0.10904169238255375,0.5,0.8227605760657255
32,week7,0.05985022044020824,0.23940088176083296,0.46927374301675984,0.9589467711946503
32,week8,0.06759794001573631,0.13519588003147262,0.5,0.807431398151885
33,week2,0.210686423672811,0.1316790147955069,0.485233798195242,0.8892874457962815
33,week3,0.15254818974572293,0.15254818974572293,0.4963084495488105,0.7988532293970002
33,week4,0.2109045956066155,0.2109045956066155,0.5793991416309013,0.7790892345636896
33,week5,0.10410158366780066,0.20820316733560132,0.5925925925925926,0.9214543015438872
33,week6,0.06771114481276576,0.06771114481276576,0.48514851485148514,0.885774051845096
33,week7,0.06052198726083099,0.0,0.5,0.9683665347345033
34,week1,0.3301639996114321,0.24762299970857407,0.5381885772220344,0.967158271928586
34,week10,0.07894808729545859,0.15789617459091718,0.5097087378640777,0.9940034972018754
34,week2,0.13188056270760146,0.16485070338450183,0.4418088500485504,0.8957508024801494
34,week3,0.09804892522226182,0.09804892522226182,0.49667149059334303,0.8186559754985181
34,week4,0.2301963477548178,0.1381178086528907,0.48130469371519496,0.8825132046847545
34,week6,0.09149693505976986,0.13724540258965479,0.46742209631728043,0.8291109179146113
34,week7,0.13581812680310826,0.13581812680310826,0.47285464098073554,0.7134259903872073
34,week8,0.11410623903459816,0.05705311951729908,0.5007451564828613,0.9752693742540343
